,brand,store,sido,gungu,address,phone
635,pelicana,테크노폴리스점,대구,달성군,대구 달성군 유가읍 테크노중앙대로 326-35,053-611-6265
636,pelicana,비전점,경기,평택시,경기 평택시 중앙로235 (비전동),031-658-9989
637,pelicana,비산점,경기,안양시,경기 안양시 동안구 평촌대로408 (비산동),031-387-1112
638,pelicana,부곡점,경기,의왕시,경기 의왕시 삼동 150-16,031-462-9233
639,pelicana,홍성점,충남,홍성군,충남 홍성군 홍성읍 문화로 74,041-633-9982
640,pelicana,율량점,충북,청주시,충북 청주시 청원구 율량로190번길19,043-903-0991
641,pelicana,증평점,충북,증평군,충북 증평군 증평읍 문화로83,043-838-8977
642,pelicana,송강점,대전,유성구,대전 유성구 구즉로48번길10,042-935-9294
643,pelicana,다대몰운대점,부산,사하구,"부산 사하구 다대낙조2길 100, 101호(다대동,롯데캐슬몰운대아파트부상가)",051-266-7776
644,pelicana,옥포돌미점,대구,달성군,대구 달성군 옥포면 돌미상업로2길 26,053-615-9986
645,pelicana,영양점,경북,영양군,경북 영양군 영양읍 중앙로 111,054-682-1950
646,pelicana,배곧점,경기,시흥시,경기 시흥시 배곧4로 32-27,031-432-9998
647,pelicana,광주점,경기,광주시,경기 광주시 송정동111-1,031-761-2274
648,pelicana,신하점,경기,이천시,경기 이천시 부발읍 신하리 432-15,031-636-8726
649,pelicana,관양점,경기,안양시,경기 안양시 동안구 관양동 1423,031-425-5211
650,pelicana,중동점,경기,부천시,경기 부천시 원미구 부흥로 272번길 22,032-611-3888
651,pelicana,일죽점,경기,안성시,경기 안성시 일죽면 송천리 28-4,031-672-9385
652,pelicana,인계점,경기,수원시,경기 수원시 팔달구 중부대로 80,031-222-9117
653,pelicana,이천사동점,경기,이천시,경기 이천시 대월면 사동리 182-2,031-638-9013
654,pelicana,은행점,경기,시흥시,"경기 시흥시 시흥대로 1074번길 28,106호(은행동, 녹원아파트 상가동)",031-312-9999
655,pelicana,월곶점,경기,시흥시,경기 시흥시 월곶동 995,031-665-8842
656,pelicana,우만점,경기,수원시,경기 수원시 팔달구 세지로421번길 37 (우만동),031-256-0903
657,pelicana,호법점,경기,이천시,경기 이천시 호법면 후안리 267-4,031-632-9949
658,pelicana,하안8점,경기,광명시,경기 광명시 하안동 260-2 8단지상가 104-2,02-802-4070
659,pelicana,하안12점,경기,광명시,경기 광명시 하안동 62-4  1층 3호,02-806-5772
660,pelicana,하안11점,경기,광명시,경기 광명시 하안동 30-5  10 단지상가  104,02-803-2993
661,pelicana,포일내손점,경기,안양시,경기 안양시 동안구 흥안대로 427번길 38,031-425-1145
662,pelicana,포도원점,경기,안양시,경기 안양시 동안구 호계3동 811 현대홈타운상가 107,031-452-0827
663,pelicana,평촌5점,경기,안양시,경기 안양시 동안구 평촌동 898-2 초원아파트상가110,031-387-2134
664,pelicana,태전점,경기,광주시,경기 광주시 태전동 688-1,031-767-9295
665,pelicana,철산점,경기,광명시,경기 광명시 철산동 240  주공13단지 상가동,02-2682-3230
666,pelicana,천리점,경기,용인시,경기 용인시 이동면 천리 56-6,031-333-5784
667,pelicana,안양중앙점,경기,안양시,경기 안양시 만안구 삼덕로 80-1 (안양동) 1층,031-444-5592
668,pelicana,안성점,경기,안성시,경기 안성시 도기 4길 9(도기동),031-671-9282
669,pelicana,신천리점,경기,시흥시,경기 시흥시 호현로49번안길 1(대야동),031-312-9709
670,pelicana,신갈점,경기,용인시,경기 용인시 기흥구 신구로 38 청솔학원,031-274-5060
671,pelicana,성포점,경기,안산시,경기 안산시 상록구 성포동 592-2,031-487-8900
672,pelicana,샘마을점,경기,안양시,경기 안양시 동안구 호계동 1116 샘마을상가 1층,031-453-9992
673,pelicana,산본점,경기,군포시,경기 군포시 산본동 1069-3 (1층),031-393-9282
674,pelicana,북내점,경기,여주시,경기 여주시 북내면 여양2로 274,031-883-5320
675,pelicana,케이준 부곡점,경기,안산시,경기 안산시 상록구 성호로 340,031-406-9979
676,pelicana,보정점,경기,용인시,경기 용인시 기흥구 죽현로8-20,031-272-9259
677,pelicana,범계점,경기,안양시,경기 안양시 동안구 비산동 1102 관악타운 상가122,031-381-8238
678,pelicana,백사점,경기,이천시,경기 이천시 백사면 현방리67-12,031-632-0746
679,pelicana,박달점,경기,안양시,경기 안양시 만안구 박달동 149-1,031-468-3392
680,pelicana,미양점,경기,안성시,경기 안성시 미양면 보체리 405 상가 501동 101호,031-675-9258
681,pelicana,모현점,경기,용인시,경기 용인시 처인구 모현면 문현로331,031-333-9952
682,pelicana,둔전점,경기,용인시,경기 용인시 처인구 포곡읍 포곡로 118번길 24-11,031-334-7292
683,pelicana,능평점,경기,광주시,경기 광주시 오포읍 수레실길 5,031-726-9253
684,pelicana,금정점,경기,군포시,경기 군포시 금정동 79-1 1층,031-458-3888
685,pelicana,군포점,경기,군포시,경기 군포시 당동 914-5번지,031-392-9295
686,pelicana,구성점,경기,용인시,"경기 용인시 기흥구 구성로 186(언남동, 신일푸른솔아파트단지내 1층",031-274-9282
687,pelicana,공도점,경기,안성시,경기 안성시 공도읍 고무다리길 3,031-658-9280
688,pelicana,거모점,경기,시흥시,경기 시흥시 군자로504번안길 12(거모동),031-508-3398
689,pelicana,이천갈산점,경기,이천시,경기 이천시 갈산로 87번길 4(갈산동),031-635-3792
690,pelicana,새롬한솔점,세종,누리로28,세종 누리로28,044-862-9283
691,pelicana,금정산SK점,부산,금정구,"부산 금정구 식물원로 82, 302동 201호(장전동, 금정에스케이뷰)",051-514-0123
692,pelicana,평촌2호점,경기,안양시,경기 안양시 동안구 평촌대로127번길 38,031-385-9288
693,pelicana,목감점,경기,시흥시,경기 시흥시 목감중앙로 20,031-414-0056
694,pelicana,시화3점,경기,시흥시,경기 시흥시 정왕대로28번길31,031-433-1457
695,pelicana,시화2점,경기,시흥시,경기 시흥시 옥구천서로373번길9,031-433-8292
696,pelicana,정관롯데캐슬점,부산,기장군,"부산 기장군 정관읍 정관3로 52, 상가동 101호(롯데캐슬)",051-728-5595
697,pelicana,향남2점,경기,화성시,경기 화성시 향남읍 신광길 19. 102호,031-352-5464
698,pelicana,신림역점,서울,관악구,서울 관악구 신림동길40,02-871-8588
699,pelicana,동삭점,경기,평택시,"경기 평택시 동삭로 397 상가동 104,105호",031-652-5092
700,pelicana,길동점,서울,강동구,서울 강동구 길동 351-7,02-470-2933
701,pelicana,괴안점,경기,부천시,경기 부천시 소사구 괴안동 89-1,032-347-5661
702,pelicana,산하1호점,울산,북구,"울산 북구 화암6길 14, 1층 101호(산하동)",052-282-3569
703,pelicana,부곡월산점,경남,김해시,"경남 김해시 월산로 111-67,1 1층 105호(부곡동, 신화프라자)",055-335-2288
704,pelicana,사상점,부산,사상구,"부산 사상구 광장로 81번길 90, 1층 (괘법동)",051-316-9292
705,pelicana,아주점,경남,거제시,"경남 거제시 아주1로1길 7-2,1층(아주동)",055-682-7575
706,pelicana,진천장관점,충북,진천군,충북 진천군 진천읍 장관2길 139-1,043-533-1355
707,pelicana,삼성2점,대전,동구,대전 동구 현암로 36,042-621-1504
708,pelicana,금왕점,충북,음성군,충북 음성군 금왕읍 탑골길 48,043-878-5284
709,pelicana,남산점,경북,경산시,경북 경산시 남산면 산양길 9,053-851-5999
710,pelicana,원성점,충남,천안시,충남 천안시 동남구 버들로127,041-567-9979
711,pelicana,가양점,서울,강서구,서울 강서구 가양동 1475 강변아파트상가 203,02-2668-9306
712,pelicana,방화점,서울,강서구,"서울 강서구 방화대로33길 17 (방화동,1층)",02-2064-7670
713,pelicana,신풍역점,서울,영등포구,서울 영등포구 신길동255-15번지,02-842-7979
714,pelicana,신대방점,서울,동작구,서울  동작구 여의대방로24길89-1,02-812-0085
715,pelicana,암사점,서울,강동구,서울 강동구 암사동 425-197번지,02-427-9255
716,pelicana,송파점,서울,송파구,서울 송파구 송파동 135-18 102호,02-419-4734
717,pelicana,문정점,서울,송파구,서울 송파구 동남로4길 24,02-403-9761
718,pelicana,삼전점,서울,송파구,서울 송파구 삼전동 167-17,02-419-5544
719,pelicana,신천점,서울,송파구,서울 송파구 잠실동 185-9,02-423-5183
720,pelicana,잠원점,서울,서초구,서울 서초구 잠원동 53번지 현대상사 1층 6호,02-592-2244
721,pelicana,방배점,서울,서초구,서울 서초구 방배동 868-28번지,02-594-6866
722,pelicana,양재점,서울,서초구,서울 서초구 양재동 6-37번지,02-576-9204
723,pelicana,대치점,서울,강남구,서울 강남구 대치동 922-14번지,02-562-9282
724,pelicana,서초점,서울,서초구,서울 서초구 서초동 1342번지,02-522-9272
725,pelicana,역삼점,서울,강남구,서울 강남구 역삼동 782-28번지,02-553-7749
726,pelicana,논현점,서울,강남구,서울 강남구 논현동 192-1번지,02-517-4178
727,pelicana,여의도점,서울,영등포구,서울 영등포구 여의도동50 시범상가,02-782-0520
728,pelicana,대방점,서울,동작구,서울 동작구 대방동 11-51,02-817-7979
729,pelicana,봉천점,서울,관악구,서울 관악구 봉천동 885-1번지,02-877-1122
730,pelicana,신정1점,서울,양천구,"서울 양천구 은행정로 5길 28,1층 102호(신정동)",02-2651-9288
731,pelicana,신도림점,서울,구로구,서울 구로구 신도림동 396 - 140,02-2632-6612
732,pelicana,신정7점,서울,양천구,서울 양천구 신정동 203-1,02-2648-5191
733,pelicana,구로가산점,서울,구로구,서울 구로구 구로동 792-22번지,02-853-0808
734,pelicana,독산점,서울,금천구,서울 금천구 독산동 179-12,02-853-7714
735,pelicana,목동점,서울,양천구,"서울 양천구 목동중앙서로 40 (목동,1층)",02-2061-9292
736,pelicana,사당점,서울,동작구,서울 동작구 사당동 312-9번지,02-588-9293
737,pelicana,신림점,서울,관악구,서울 관악구 신림동 96-87,02-872-6904
738,pelicana,개봉점,서울,구로구,"서울 구로구 고척로27길 58, 1층(개봉동)",02-2060-9253
739,pelicana,개봉2점,서울,구로구,서울 구로구 개봉동 357-22,02-2689-0900
740,pelicana,오류점,서울,구로구,서울 구로구 오류로 86,02-2066-1533
741,pelicana,가좌점,인천,서구,인천 서구 가좌동 142-45,032-582-0099
742,pelicana,신현점,인천,서구,인천 서구 신현동 279-5,032-578-7730
743,pelicana,청라점,인천,서구,인천 서구 청라라임로122번길10,032-566-9599
744,pelicana,하늘도시점,인천,중구,인천 중구 자연대로32,032-746-9998
745,pelicana,검암점,인천,서구,인천 서구 승학로 313-1,032-561-0702
746,pelicana,온수1점,인천,강화군,인천 강화군 길상면 온수길15,032-937-9392
747,pelicana,검단점,인천,서구,인천 서구 검단로 487번길 5,032-569-2848
748,pelicana,마전점,인천,서구,인천 서구 완정로 34번길 47,032-566-8295
749,pelicana,만수3점,인천,남동구,인천 남동구 만수6동 1026-1,032-467-1717
750,pelicana,주안점,인천,남구,인천 남구 주안8동 1528-14,032-431-2877
751,pelicana,구월3점,인천,남동구,인천 남동구 구월동 1359-20,032-766-9981
752,pelicana,연안점,인천,중구,인천 중구 항동7가 58-4 라이프상가 1-107,032-886-7851
753,pelicana,용현점,인천,남구,인천 남구 용현동 342-2,032-885-4229
754,pelicana,송림점,인천,동구,인천 동구 송림2동 55-1,032-773-3297
755,pelicana,인천논현점,인천,남동구,인천 남동구 논고개로 86,032-435-5599
756,pelicana,케이준 계양점,인천,계양구,인천 계양구 용종동 214-1,032-553-3927
757,pelicana,계산점,인천,계양구,인천 계양구 계수로1,032-551-0122
758,pelicana,효성점,인천,계양구,인천 계양구 효성동 192-1 (104호),032-553-9595
759,pelicana,구월점,인천,남동구,인천 남동구 구월동 1248-44,032-466-6222
760,pelicana,부개점,인천,부평구,인천 부평구 부개동 140-22,032-361-9952
761,pelicana,케이준 삼산점,인천,부평구,인천 부평구 삼산동440-1삼산타운 1단지 B상가103호,032-330-8600
762,pelicana,부평점,인천,부평구,인천 부평구 부평동 904-16,032-361-2555
763,pelicana,주안2점,인천,남구,인천 남구 주안2동 550-23,032-872-5028
764,pelicana,연수점,인천,연수구,인천 연수구 연수동 497-7,032-818-2616
765,pelicana,옥련청학점,인천,연수구,인천 연수구 옥련동 367-7,032-831-8292
766,pelicana,수유화계점,서울,강북구,서울 강북구 노해로17길 51,02-992-8881
767,pelicana,광희점,서울,중구,"서울 중구 마른내로 163,1층(광희동1가)",02-3273-9991
768,pelicana,연희점,서울,서대문구,서울 서대문구 증가로 34(연희동),02-325-9090
769,pelicana,정릉점,서울,성북구,서울 성북구 보국문로75,02-909-5150
770,pelicana,서교점,서울,마포구,"서울 마포구 성미산로 12, 1층 D호(성산동)",02-334-8384
771,pelicana,방학점,서울,도봉구,서울 도봉구 방학로 200-20,02-955-9696
772,pelicana,북가좌점,서울,서대문구,서울 서대문구 북가좌동 347-27,02-309-3430
773,pelicana,후암점,서울,용산구,서울 용산구 동자동 19-33,02-755-9595
774,pelicana,염리점,서울,마포구,서울 마포구 숭문4길 5,02-713-3340
775,pelicana,도화점,서울,마포구,서울 마포구 도화1동 25-4,02-702-6692
776,pelicana,응봉점,서울,성동구,서울 성동구 응봉동 193-118 1층,02-2293-3600
777,pelicana,역촌점,서울,은평구,서울 은평구 역촌동 34-1,02-384-8008
778,pelicana,우이점,서울,강북구,서울 강북구 우이동 72-65,02-902-1870
779,pelicana,번동점,서울,강북구,서울 강북구 번동 411-17,02-994-3232
780,pelicana,창동점,서울,도봉구,서울 도봉구 창동 804 대우APT 상가,02-905-0092
781,pelicana,쌍문점,서울,도봉구,서울 도봉구 시루봉로2길 66 1층 102호,02-900-3301
782,pelicana,녹천점,서울,도봉구,서울 도봉구 창동 38-1 주공17단지상가 101,02-995-4236
783,pelicana,월계미성점,서울,노원구,서울 노원구 월계동 17 미성상가 103,02-975-8892
784,pelicana,중곡점,서울,광진구,서울 광진구 중곡동 79-10,02-446-7831
785,pelicana,면목점,서울,중랑구,서울 중랑구 면목동 657-56,02-495-4716
786,pelicana,신내점,서울,중랑구,서울 중랑구 신내동 472-3,02-435-8485
787,pelicana,중계점,서울,노원구,서울 노원구 중계동 503 중계그린상가 B-107,02-971-4444
788,pelicana,수락산점,서울,노원구,서울 노원구 상계동 1110-6,02-936-4994
789,pelicana,칠금봉방점,충북,충주시,충북 충주시 연수동 1245,043-853-9288
790,pelicana,이류점,충북,충주시,충북 충주시 대소원면 대소원1길 21,043-851-9289
791,pelicana,충주용산점,충북,충주시,충북 충주시 용정2길 39-1(성남동),043-844-9292
792,pelicana,충북연수점,충북,충주시,충북 충주시 금릉동 708-2,043-845-9201
793,pelicana,수안보점,충북,충주시,충북 충주시 수안보면 장터1길 19,043-848-7278
794,pelicana,금가점,충북,충주시,충북 충주시 금가면 강수로 335,043-853-9191
795,pelicana,음성점,충북,음성군,충북 음성군 음성읍 시장로 43,043-872-1138
796,pelicana,괴산점,충북,괴산군,충북 괴산군 괴산읍 동부리 627-20,043-833-9959
797,pelicana,가경점,충북,청주시,충북 청주시 가경동1137번지,043-232-9999
798,pelicana,봉명점,충북,청주시,충북 청주시 흥덕구 봉명로149번길 6,043-265-9993
799,pelicana,감곡점,충북,음성군,충북 음성군 감곡면 장감로 189,043-877-9240
800,pelicana,진천점,충북,진천군,충북 진천군 진천읍 문화2길 12,043-534-8292
801,pelicana,복대점,충북,청주시,충북 청주시 흥덕구 성봉로 267,043-236-1717
802,pelicana,충북덕산점,충북,진천군,충북 진천군 덕산면 초금로 757-2,043-536-3521
803,pelicana,옥천점,충북,옥천군,충북 옥천군 옥천읍 금장로 113,043-733-1725
804,pelicana,배방점,충남,아산시,충남 아산시 배방읍 배방로173번길 20-18,041-541-3092
805,pelicana,동문점,충남,서산시,충남 서산시 한마음2로 49,041-665-9777
806,pelicana,석문점,충남,당진시,충남 당진시 석문면 해명4로3길 34,041-356-9700
807,pelicana,한진포구점,충남,당진시,충남 당진시 송악읍 한진포구길 27,041-358-0421
808,pelicana,예산덕산점,충남,예산군,충남 예산군 덕산면 봉운로 21,041-337-5311
809,pelicana,대천동점,충남,보령시,충남 보령시 남대천로 73,041-934-9294
810,pelicana,당진신평점,충남,당진시,충남 당진시 신평면 신평로 820,041-362-9233
811,pelicana,온양1동점,충남,아산시,충남 아산시 번영로 71,041-546-1077
812,pelicana,논산점,충남,논산시,충남 논산시 부창로100번길 13-19,041-736-6262
813,pelicana,충남서천점,충남,서천군,충남 서천군 서천읍 충절로29번길 18,041-953-9259
814,pelicana,방축점,충남,아산시,충남 아산시 온천대로 1333번길 15,041-549-0662
815,pelicana,당진1점,충남,당진시,충남 당진시 밤절로 103,041-357-9205
816,pelicana,안면점,충남,태안군,충남 태안군 안면읍 장터로 140-1,041-674-0097
817,pelicana,금산점,충남,금산군,충남 금산군 금산읍 금산로 1465,041-753-4808
818,pelicana,부여점,충남,부여군,충남 부여군 부여읍 석탑로 3,041-832-6979
819,pelicana,모종점,충남,아산시,충남 아산시 모종동 577-13,041-544-3910
820,pelicana,천북점,충남,보령시,충남 보령시 천북면 하궁길 10,041-641-2461
821,pelicana,해미점,충남,서산시,충남 서산시 해미면 남문1로 47,041-688-6662
822,pelicana,원북점,충남,태안군,충남 태안군 원북면 원이로 841-4,041-672-3599
823,pelicana,두정역점,충남,천안시,충남 천안시 서북구 두정역서1길 4-12 다온빌리지 1층상가,041-566-1111
824,pelicana,장재점,충남,아산시,충남 아산시 배방읍 연화로 36 연화마을8단지 상가2동 104호,041-534-5592
825,pelicana,초원점,충남,아산시,충남 아산시 음봉면 음봉로681번길 24 초원아파트109-101호,041-531-9295
826,pelicana,신방점,충남,천안시,충남 천안시 동남구 수곡2길 5,041-575-6236
827,pelicana,입장점,충남,천안시,충남 천안시 서북구 입장면 입장로 121 초원상가6-103호,041-584-5694
828,pelicana,쌍용봉명점,충남,천안시,충남 천안시 서북구 봉서5길 18,041-579-9990
829,pelicana,천안백석점,충남,천안시,충남 천안시 서북구 백석4길 12,041-523-9288
830,pelicana,성환점,충남,천안시,충남 천안시 서북구 성환읍 성환중앙로 47,041-581-9369
831,pelicana,직산점,충남,천안시,충남 천안시 서북구 성거읍 봉주로 111,041-583-6161
832,pelicana,차암공단점,충남,천안시,충남 천안시 서북구 직산읍 2공단5로 169 대림상가 105호,041-621-9292
833,pelicana,두정1점,충남,천안시,충남 천안시 서북구 늘푸른5길 22 골드프라자 110호,041-551-3392
834,pelicana,성정점,충남,천안시,충남 천안시 서북구 서부16길14,041-575-5457
835,pelicana,신부점,충남,천안시,충남 천안시 동남구 터미널2로 32 (신부동729번지),041-563-9292
836,pelicana,조촌점,전북,군산시,전북 군산시 조촌로 68 (조촌동),063-451-7666
837,pelicana,정읍수성점,전북,정읍시,전북 정읍시  중앙로95(수성동),063-535-3773
838,pelicana,익산영등점,전북,익산시,전북 익산시 고봉로22길 31 (영등동),063-852-9982
839,pelicana,수송점,전북,군산시,전북 군산시 월명로 305(수송동),063-466-7666
840,pelicana,산북소룡점,전북,군산시,전북 군산시 칠성안1길 17(산북동 104호),063-471-9282
841,pelicana,만경점,전북,김제시,전북 김제시 만경읍 만경로 804,063-545-3286
842,pelicana,나운지곡점,전북,군산시,전북 군산시 신평길 33-2(지곡동),063-463-9285
843,pelicana,나운1점,전북,군산시,전북 군산시 상나운로 86(나운동),063-463-8292
844,pelicana,김제점,전북,김제시,전북 김제시 동서로 133(요촌동),063-542-8292
845,pelicana,김제신풍점,전북,김제시,전북 김제시 검산택지5길 21-7(검산동),063-544-9282
846,pelicana,해남화원점,전남,해남군,전남 해남군 화원면 금평리 236-3,061-532-1353
847,pelicana,해남점,전남,해남군,전남 해남군 해남읍 해남로 4,061-533-3133
848,pelicana,한라삼호점,전남,영암군,전남 영암군 삼호읍 신항로 80(2층),061-462-6636
849,pelicana,하당점,전남,목포시,전남 목포시 하당로30번길 12(상동),061-284-2004
850,pelicana,퀸스빌점,전남,영암군,전남 영암군 삼호읍 삼호중앙로 129 (퀸스빌2차아파트 상가 101동 102호),061-462-9289
851,pelicana,창평점,전남,담양군,전남 담양군 창평면 의병로 137,061-383-7900
852,pelicana,진도점,전남,진도군,전남 진도군 진도읍 남동리 쌍정2길 30,061-542-3939
853,pelicana,광양중동점,전남,광양시,전남 광양시 진등길 10(중동),061-793-8599
854,pelicana,용해점,전남,목포시,전남 목포시 용당로 271-1(용해동),061-277-3168
855,pelicana,압해도점,전남,신안군,전남 신안군 압해면 압해로 889,061-271-1618
856,pelicana,순천대학점,전남,순천시,"전남 순천시 중앙로 270,1층(석현동)",061-751-2651
857,pelicana,송지점,전남,해남군,전남 해남군 송지면 산정1길 92,061-535-5554
858,pelicana,서면용당점,전남,순천시,전남 순천시 서면 강청길 88(1층),061-753-8295
859,pelicana,상동점,전남,목포시,전남 목포시 상리로1번길 16(상동),061-274-3999
860,pelicana,산정점,전남,목포시,전남 목포시 고하대로 656(산정동),061-278-0090
861,pelicana,법성점,전남,영광군,전남 영광군 법성면  연우로4(법성리),061-356-8185
862,pelicana,문수점,전남,여수시,전남 여수시 문수로 72(문수동),061-651-3886
863,pelicana,동정점,전남,여수시,전남 여수시 하멜로 18(고소동),061-654-9292
864,pelicana,돌산점,전남,여수시,전남 여수시 돌산읍 강남8길 30(돌산1차청솔아파트 상가동 102호),061-644-2777
865,pelicana,도초비금점,전남,신안군,전남 신안군 도초면 불섬길 85-12,061-275-6622
866,pelicana,대불점,전남,영암군,전남 영암군 삼호읍 대불주거1로5길 17,061-462-0092
867,pelicana,남창점,전남,해남군,전남 해남군 북평면 볼무당길 5,061-533-0805
868,pelicana,남악점,전남,무안군,"전남 무안군 삼향읍 남악5로46번길 22, 111호(황금먹거리장터)",061-984-8292
869,pelicana,국동점,전남,여수시,전남 여수시 국동 994-3,061-642-5272
870,pelicana,광영점,전남,광양시,전남 광양시 광영로 97(광영동),061-794-9982
871,pelicana,광양점,전남,광양시,전남 광양시 광양읍 호북길22,061-762-8154
872,pelicana,곡성점,전남,곡성군,전남 곡성군 곡성읍 중앙로 141,061-363-7870
873,pelicana,강진점,전남,강진군,전남 강진군 강진읍 영랑로3길 10,061-434-7722
874,pelicana,매곡월드점,울산,북구,"울산  북구 매곡1로 4-4, 1층 102호(매곡동)",052-298-3005
875,pelicana,울산천곡점,울산,북구,"울산 북구 관문길 6-1, 지상1층(천곡동)",052-292-9298
876,pelicana,쌍용아진점,울산,북구,울산 북구 가재길96,052-282-9255
877,pelicana,울산서동점,울산,중구,울산 중구 북부순환도로 879 (서동),052-293-9222
878,pelicana,반구점,울산,중구,울산 중구 화합로 395(반구동),052-285-0272
879,pelicana,태화점,울산,중구,울산 중구 신기2길 4(태화동),052-245-1220
880,pelicana,다운점,울산,중구,"울산 중구 다운로 29, 1층(다운동)",052-222-5656
881,pelicana,옥동점,울산,남구,울산 남구 문수로 369번길 10-1(옥동),052-269-9293
882,pelicana,명촌점,울산,북구,"울산 북구 명촌로 81, 1층(명촌동)",052-289-1400
883,pelicana,양정점,울산,북구,"울산 북구 염포로 555(양정동,1층)",052-287-9236
884,pelicana,남목점,울산,동구,울산 동구 미포2길 50(동부동),052-235-9446
885,pelicana,전하1호점,울산,동구,"울산 동구 전하로 8, 1층(전하동",052-234-3467
886,pelicana,울산일산점,울산,동구,울산 동구 방어진순환도로 709(일산동),052-235-3133
887,pelicana,방어진점,울산,동구,울산 동구 동진2길 17(방어동),052-201-9338
888,pelicana,울산삼산점,울산,남구,"울산 남구 화합로 178, 1층 (삼산동)",052-260-8293
889,pelicana,달동점,울산,남구,울산 남구 삼산로 254번길 23,052-257-7111
890,pelicana,신정1호점,울산,남구,울산 남구 월평로 69(신정동),052-261-0321
891,pelicana,야음점,울산,남구,울산 남구 수암로 241-2,052-267-9292
892,pelicana,덕하점,울산,울주군,울산 울주군 청량면 삼정로 769,052-268-7943
893,pelicana,덕신점,울산,울주군,"울산 울주군 온산읍 신온8길 18, 1층 102호",052-238-1882
894,pelicana,나사리점,울산,울주군,울산 울주군 서생면 나사해안길 61-1,052-238-3355
895,pelicana,훼미리점,울산,울주군,울산 울주군 상북면 궁근정리 846-14 진우훼미리상가 102,052-264-5848
896,pelicana,언양점,울산,울주군,울산 울주군 언양읍 남문길 14,052-263-9222
897,pelicana,전동점,세종,전동면,세종 전동면 전동로39-1,044-858-8883
898,pelicana,길천점,부산,기장군,부산 기장군 장안읍 길천리 224-5,051-727-3097
899,pelicana,좌천점,부산,기장군,부산 기장군 장안읍 좌천리 202-6,051-727-0807
900,pelicana,일광점,부산,기장군,부산 기장군 일광면 삼성리 33-1,051-722-1515
901,pelicana,기장점,부산,기장군,부산 기장군 기장읍 차성로 288번길 66,051-721-5577
902,pelicana,부산서동점,부산,금정구,부산 금정구 서동 205-13,051-531-2557
903,pelicana,명장점,부산,동래구,"부산 동래구 반송로 339번길 8, 1동 101호(명장동,협진태양아파트상가)",051-522-9285
904,pelicana,공항점,부산,강서구,부산 강서구 공항진입로42번길,051-971-9282
905,pelicana,개금엘지점,부산,부산진구,"부산 부산진구 백양대로 309(개금동,(1층))",051-896-4480
906,pelicana,금곡점,부산,북구,부산 북구 금곡대로 470번길35,051-361-4148
907,pelicana,화명점,부산,북구,부산 북구 화명1동 1130-9,051-341-3392
908,pelicana,구포1호점,부산,북구,부산 북구 구포시장길 44(구포동),051-337-7377
909,pelicana,구포3호점,부산,북구,부산 북구 시랑로 72-1(구포동),051-336-1244
910,pelicana,덕천점,부산,북구,부산 북구 덕천동 의성로 115번길 3,051-338-9977
911,pelicana,만덕점,부산,북구,부산 북구 만덕2로 32(만덕동),051-331-5877
912,pelicana,온천장점,부산,동래구,부산 동래구 금강로 90(온천동),051-556-9233
913,pelicana,장전점,부산,금정구,부산  금정구 금정로 149번길 8(장전동),051-583-6262
914,pelicana,미남점,부산,동래구,"부산 동래구 여고북로 109 (온천동,1층)",051-503-8292
915,pelicana,사직1호점,부산,동래구,"부산 동래구 사직북로57번 가길 6, 1층(사직동)",051-507-8081
916,pelicana,사직운동장점,부산,동래구,"부산 동래구 여고로 7, 1층(사직동)",051-505-9283
917,pelicana,거제점,부산,연제구,부산 연제구 아시아드대로 46번길 7(거제동),051-502-9943
918,pelicana,연산1호점,부산,연제구,부산 연제구 쌍미천로 126(연산동),051-851-1253
919,pelicana,망미배산점,부산,수영구,부산 수영구 연수로263번길 4,051-751-0026
920,pelicana,전포점,부산,부산진구,부산 부산진구 전포동 전포대로294,051-804-9280
921,pelicana,문현2호점,부산,남구,부산 남구 전포대로 77번길 9-2(문현동),051-631-2568
922,pelicana,문현점,부산,남구,부산 남구 문현동 351-6,051-642-5243
923,pelicana,감만점,부산,남구,부산 남구 신선로 313-1,051-631-9288
924,pelicana,대연점,부산,남구,부산 남구 석포로 79(대연동),051-622-9254
925,pelicana,용호시장점,부산,남구,"부산 남구 용호로 190, 1층(용호동)",051-623-0202
926,pelicana,용호점,부산,남구,부산 남구 동명로 121(용호동),051-611-9201
927,pelicana,남천점,부산,수영구,"부산 수영구 남천동로 7, 1층(남천동,장우빌딩)",051-624-9282
928,pelicana,광안점,부산,수영구,부산 수영구 광안동  537-2 ,051-757-7781
929,pelicana,송정점,부산,해운대구,부산 해운대구 송정중앙로23-1,051-704-9777
930,pelicana,신도시2호점,부산,해운대구,부산 해운대구 좌동 1288 대동타운분산상가 203,051-701-3331
931,pelicana,수영점,부산,수영구,부산 수영구 수영로 725번길 14(수영동),051-757-4004
932,pelicana,망미점,부산,수영구,부산 수영구 망미번영로 79 (망미동),051-758-7747
933,pelicana,반여2동점,부산,해운대구,"부산 해운대구 해운대로 61번길 98-1, 1층 (반여동)",051-782-3392
934,pelicana,반여점,부산,해운대구,부산 해운대구 반여로 167번길 70(반여동),051-524-0238
935,pelicana,안락점,부산,동래구,부산 동래구 충렬대로 428번길 50(안락동),051-525-1105
936,pelicana,학장점,부산,사상구,부산 사상구 학장동 574-111 삼성아파트상가 1-102,051-316-1999
